Kilometers_Driven,Fuel_Type,Transmission,Engine CC,Power,Seats,Mileage Km/L,Price
52000,Diesel,Automatic,2143,204,5,13,24.5
20000,Petrol,Manual,1598,102.57,5,13.24,6
31829,Petrol,Manual,814,55.2,5,21.1,3.65
18094,Petrol,Manual,1197,85.8,5,18.6,6.26
80000,Diesel,Manual,1461,74,5,19.5,2.1
11964,Diesel,Automatic,2967,241.4,5,13.22,32.95
22684,Petrol,Manual,1197,81.83,5,18.6,7.8
43521,Petrol,Manual,1198,86.8,5,19.4,4.25
49386,Petrol,Manual,1298,85.8,5,17.5,4.86
12248,Petrol,Manual,1197,81.86,5,18.9,4.9
67771,Diesel,Manual,2498,112,8,11.68,7.06
60007,Petrol,Automatic,1798,189,4,17.21,4.5
48624,Petrol,Manual,998,67.1,5,24.07,3.22
30000,Diesel,Manual,1199,73.9,5,22.07,3.25
81605,Petrol,Manual,1197,82,5,18.9,4.53
32642,Diesel,Automatic,2143,170,5,14.84,34.78
34200,Petrol,Automatic,1591,121.3,5,15.74,6.5
72204,Petrol,Manual,1172,67,5,15.7,2.25
156347,Diesel,Manual,2494,100,8,12.99,8
47357,Diesel,Automatic,1493,100,7,18.49,8.37
61738,Diesel,Manual,1498,88.8,5,20.14,5.39
32586,Diesel,Automatic,1995,190,5,22.48,37.3
40129,Diesel,Automatic,2987,254.79,5,11.57,70.8
51000,Diesel,Automatic,2987,254.8,5,11.74,22.25
10393,Petrol,Manual,1197,81.86,5,18.9,6.03
46000,Petrol,Automatic,1798,157.75,5,13.7,4.9
21000,Petrol,Automatic,1197,78.9,5,16.95,3.96
113562,Diesel,Manual,1396,90,5,23,4.6
100010,Diesel,Manual,2179,120,8,12.05,5.5
63107,Petrol,Manual,1198,86.8,5,19.4,3.25
58500,Petrol,Manual,1197,81.83,5,18.6,6.25
90000,Diesel,Manual,2499,143,7,10.9,3
108242,Diesel,Manual,1493,110,5,16.8,4.25
146300,Diesel,Manual,2982,171,7,11.5,12.25
62943,Diesel,Automatic,1995,184,5,17.05,10.95
65000,Diesel,Automatic,2982,168.5,7,12.55,16.5
1700,Petrol,Automatic,1199,88.76,5,19,7.8
34697,Petrol,Manual,1086,68.05,5,19.81,3.7
58000,Petrol,Manual,1197,80,5,17,4
32500,Diesel,Automatic,1995,187.74,5,19.59,26.75
58661,Diesel,Automatic,1968,181,5,15.17,28.03
37124,Petrol,Manual,1197,81.8,5,20.4,5.44
44000,Petrol,Automatic,1197,83.1,5,21.4,6.2
45200,Petrol,Manual,1495,94,5,13.2,0.9
11000,Petrol,Manual,1197,85.8,5,18.5,3.95
65000,Petrol,Manual,624,35,4,26,0.44
55005,Diesel,Manual,1399,68,5,20,2.75
81650,Diesel,Automatic,1968,167.7,5,18.33,7.5
160000,Diesel,Manual,1248,93,5,19,2.5
169000,Diesel,Manual,2489,93.7,7,14.95,5
67263,Petrol,Manual,998,67.1,5,18.9,3.6
44223,Petrol,Manual,1496,88.7,5,17.6,3.99
36840,Petrol,Manual,1197,82,5,18.9,5.64
160000,Diesel,Manual,2494,100,8,12.99,12
133000,Diesel,Manual,1405,62,5,16.8,0.7
69123,Diesel,Automatic,1995,184,5,18.88,19
38000,Diesel,Automatic,3198,197,7,10.91,30.48
5500,Petrol,Manual,1462,103.25,5,21.56,8.2
1001,Diesel,Manual,1498,99,5,25.83,7.55
59000,Petrol,Manual,1150,74.9,5,15.26,0.99
78256,Petrol,Automatic,1497,118,5,16.8,4.15
90000,Petrol,Manual,1498,97.6,5,16.95,6.2
18000,Petrol,Manual,1197,85.8,5,19.1,4.4
60000,Diesel,Manual,1399,68,5,20,2.1
130000,Diesel,Manual,1248,75,5,20.3,2.2
32851,Petrol,Manual,1197,81.86,5,18.6,8.34
32000,Diesel,Manual,1248,74,5,23.4,4.35
62700,Diesel,Manual,1498,89.84,5,22.7,6.8
71000,Diesel,Manual,1248,73.9,5,19.3,3.3
19947,Petrol,Manual,1197,82,5,18.9,5.04
91000,Diesel,Automatic,2953,153.86,7,11.4,9.2
74000,Diesel,Manual,1199,73.9,5,22.07,5.7
55594,Diesel,Manual,1493,100,7,18.49,8.48
58000,Diesel,Automatic,2993,306,4,11.2,48
110224,Diesel,Manual,1461,108.45,5,19.01,6.1
21002,Petrol,Manual,998,67.04,5,22.5,2.75
121000,Diesel,Manual,1248,88.5,7,24.52,8
73513,Petrol,Manual,796,46.3,5,19.7,1.85
34000,Petrol,Automatic,998,67,5,20.51,3.85
28371,Petrol,Manual,1196,73,7,15.1,4.74
74755,Diesel,Manual,1461,108.45,5,19.6,5.63
25805,Petrol,Manual,1061,64,5,18.2,2.62
82603,Petrol,Manual,1598,102.53,5,13.06,4.9
110000,Petrol,Manual,1799,130,5,13.5,2.65
88000,Diesel,Manual,2179,140,7,16,5.99
110000,Diesel,Manual,1461,64.1,5,21,2.4
15000,Petrol,Manual,999,67,5,21.7,4.25
70000,Diesel,Automatic,2967,240,5,15.15,40
150000,Diesel,Manual,1248,74,5,28.4,2.7
19000,Petrol,Manual,1198,67,5,20.63,2.99
37442,Petrol,Manual,1197,80,5,18.5,3.4
63111,Diesel,Automatic,1995,190,5,18.12,30.8
88000,Diesel,Manual,1248,88.8,7,20.77,5.85
42355,Petrol,Manual,1197,82,5,18.9,4
75871,Petrol,Automatic,2996,254,5,9.43,14.12
65000,Diesel,Manual,1998,163.7,5,17.9,4.55
69000,Diesel,Automatic,2987,165,5,0,38
79232,Diesel,Manual,1248,73.9,5,21.1,2.9
220000,Petrol,Automatic,1796,186,5,11.74,6
28470,Petrol,Manual,1197,81.83,5,18.6,6.95
9759,Petrol,Manual,998,68.05,5,20.3,2.75
75216,Diesel,Manual,1248,74,5,22.9,5.1
8000,Petrol,Manual,1197,81.83,5,18.6,6.75
59451,Petrol,Manual,1197,85.8,5,18.5,3.69
53996,Diesel,Manual,1248,74,5,22.9,5.45
15135,Petrol,Manual,1199,88.7,5,17.5,9.29
53000,Petrol,Automatic,1197,81.86,5,16.9,4
40000,Petrol,Manual,1198,86.7,5,18,2.9
21107,Petrol,Manual,1591,121.3,5,17.1,5.25
56000,Petrol,Manual,1497,116.3,5,16.8,5.75
19623,Petrol,Manual,1591,121.3,5,15.29,13.12
70963,Diesel,Manual,2179,140,7,15.1,7.83
25755,CNG,Manual,998,58.16,5,26.6,3.15
51450,Diesel,Manual,2494,102,7,12.8,10.4
75000,Diesel,Manual,1248,74,5,22.9,4.35
37832,Petrol,Automatic,998,67,5,22.5,5.23
43041,Petrol,Manual,1197,81.86,5,18.9,6.01
97236,Diesel,Manual,1498,98.6,5,25.8,4.4
83000,Diesel,Automatic,1995,181,5,16.07,12.75
65000,Petrol,Manual,1196,70,5,15.6,2.4
46007,Petrol,Manual,1198,73.75,5,17,5.71
65925,Diesel,Manual,1498,89.84,5,22.7,5.49
73500,Petrol,Manual,1343,90,5,13,1.3
55000,Diesel,Manual,2179,140,7,16,8.5
115000,Diesel,Manual,2982,168.5,7,13,12.99
31184,Petrol,Manual,1197,81.86,5,18.9,5
41747,Diesel,Automatic,1248,73.75,5,28.4,9
38143,Diesel,Manual,1248,74,5,22.9,5.22
19030,Petrol,Manual,1198,73.9,5,16.47,3.8
20877,Petrol,Manual,1197,78.9,5,18.16,7.27
23555,Petrol,Manual,1197,81.8,5,22,5.1
29000,Diesel,Automatic,2143,203,5,14.21,29
61000,Petrol,Manual,998,67.1,5,18.9,2.9
4187,Petrol,Manual,624,35,4,26,1.38
46000,Petrol,Manual,1798,157.8,5,13.4,5.5
28000,Petrol,Automatic,1197,103.5,5,17.21,7.25
83558,Diesel,Manual,1582,126.32,5,22.32,6.98
40000,Diesel,Manual,1248,74,5,22.95,5.25
36000,Petrol,Manual,814,55.2,5,21.1,1.95
21000,Diesel,Automatic,1968,174.33,5,17.11,24.5
62162,Diesel,Manual,2494,100,7,12.99,8.31
83000,Diesel,Automatic,2987,254.8,5,11.74,36
58000,Diesel,Manual,1120,71,5,24.4,5.5
62332,Petrol,Automatic,2354,177.6,5,11.7,5.89
50867,Diesel,Manual,1498,103.2,5,20.34,7.95
73000,Petrol,Manual,1197,80,5,17,2.75
98008,Diesel,Manual,1582,126.24,5,22.7,6.25
36000,Diesel,Manual,1399,68.05,5,20,4.95
27339,Petrol,Manual,1197,81.83,5,18.6,6.27
25000,Diesel,Manual,1582,126.2,5,23.9,8.65
37000,Petrol,Manual,1197,82,5,18.9,3.5
56000,Diesel,Automatic,1968,174.3,5,14.16,35
27000,Petrol,Manual,1298,85.8,5,17.5,4.45
37000,Petrol,Manual,1197,80,5,18.5,2.65
10500,Diesel,Manual,1198,77,5,25.32,4.7
49000,Diesel,Automatic,1582,126.2,5,18.23,8.9
7000,Diesel,Manual,1956,170,5,17.1,17.45
71256,Diesel,Manual,1248,88.5,5,24.3,9.58
83184,Petrol,Manual,1798,138.03,5,14.28,6.22
87284,Diesel,Manual,2179,140,7,15.1,7.8
7000,Diesel,Automatic,1995,190,5,20.68,27.75
29000,Diesel,Manual,1396,88.73,5,22.54,7
33552,Diesel,Automatic,2987,254.79,5,11.57,64.87
64000,Diesel,Manual,1998,163.7,5,17.3,6.5
82000,Petrol,Manual,1197,80,5,18.5,2.7
70000,Petrol,Manual,1198,86.8,5,19.4,2.5
166194,Diesel,Manual,1461,84.8,7,19.3,3.9
58000,Petrol,Manual,1198,73.9,5,16.47,3.95
77000,Petrol,Manual,1197,78.9,5,20.36,2.1
73204,Diesel,Automatic,1991,147.9,4,18.1,3.5
70000,Petrol,Manual,1086,68.05,5,19.81,2
79870,Diesel,Manual,1248,88.76,7,20.77,5.35
90000,Diesel,Manual,1498,98.6,5,25.8,3.8
17000,Petrol,Automatic,1595,122,5,15.5,17.25
46493,Petrol,Manual,1197,81.86,5,18.9,5.53
68000,Petrol,Manual,1197,78.9,5,20.36,1.95
2000,Diesel,Manual,1248,74,5,28.4,8.2
140000,Petrol,Manual,1343,90,5,13,0.9
255000,Diesel,Manual,2494,100.6,7,12.99,6.5
45535,Diesel,Automatic,1998,112,5,23.8,19.41
39228,Petrol,Manual,1368,112.4,5,15.7,6.58
57000,Petrol,Manual,1399,92.7,5,14.49,2.1
85445,Petrol,Manual,1086,68.05,5,19.81,2
54000,Diesel,Manual,1120,71,5,24.4,3.7
53000,Petrol,Automatic,998,67.04,5,23.1,3.8
60000,Petrol,Manual,1197,78.9,5,20.36,3.25
65668,Diesel,Manual,1461,83.8,5,19.87,5.53
100000,Diesel,Automatic,1995,190,5,22.69,10.9
1800,Petrol,Manual,1197,82,5,18.9,5.1
96000,Petrol,Manual,999,74,5,0,2.2
44200,Petrol,Manual,995,62,5,18,1.6
14000,Petrol,Manual,1497,117.3,5,17.4,11.25
720000,Diesel,Manual,1598,103.6,5,20.54,5.9
73000,Diesel,Automatic,2982,169,7,11.5,14.4
68000,Petrol,Manual,1497,118,5,17,3.6
19543,Diesel,Automatic,1995,190,5,18.12,40.5
38000,Diesel,Automatic,1968,174.3,5,14.16,38.95
32805,Diesel,Manual,1248,73.94,5,23.2,3.6
44782,Diesel,Automatic,1498,103.2,5,21.21,7.12
55700,Diesel,Manual,1498,98.6,5,26,7.52
60000,Diesel,Automatic,1968,140.8,5,15.2,10.35
56000,Petrol,Manual,1598,103.52,5,15,7
60000,Diesel,Manual,2982,171,7,11.5,10.85
78563,Diesel,Manual,1991,123.7,5,16.52,2.35
34669,Petrol,Manual,1196,73,7,15.1,2.9
17000,Petrol,Manual,1373,91.1,5,20.73,7.65
66000,Diesel,Manual,1248,88.5,5,28.09,6.4
102418,Diesel,Manual,2494,100.6,7,12.99,10.1
48800,Petrol,Manual,1197,85.8,5,19.1,4.25
10601,Diesel,Automatic,2755,171.5,7,11.36,19.65
8200,Diesel,Manual,1396,69,5,25,4.4
100000,Petrol,Manual,1197,82.85,5,18.5,3.25
78000,Diesel,Manual,1399,68,5,17.8,2.8
50000,Diesel,Manual,1248,73.74,8,18.2,4.3
89327,Diesel,Manual,1399,68,5,17.8,1.55
98000,Petrol,Manual,2354,152,5,10.8,4.7
24700,Petrol,Manual,1199,88.7,5,18.7,7.07
6000,Diesel,Automatic,2987,258,7,11,79
9434,Petrol,Manual,1197,81.86,5,18.9,5.75
29000,Petrol,Manual,1197,85.8,5,18.5,3.25
22440,Diesel,Automatic,1498,108.495,5,22,8.89
73070,Petrol,Manual,1497,117.3,5,17.4,5.9
21771,Petrol,Manual,1199,88.7,5,18.7,4.95
62000,Diesel,Manual,1248,75,5,17.8,3.75
37024,Diesel,Automatic,1582,126.2,5,17.01,10.97
60336,Diesel,Automatic,2967,241.4,5,14.4,24.94
26008,Petrol,Manual,814,55.2,5,21.1,1.97
90000,Diesel,Manual,1399,68,5,20,1.4
35569,Petrol,Manual,1198,73.75,5,17,7.27
40000,Diesel,Manual,1461,84.8,5,21.64,4
45000,Petrol,Manual,1199,88.7,5,18.7,4.75
42000,Petrol,Manual,1197,80,5,17,5.1
46913,Diesel,Automatic,2967,241.4,5,14.94,16.11
62000,Diesel,Automatic,2696,184,7,11.18,10.55
15000,Diesel,Automatic,2755,174.5,7,12.9,30
69000,Diesel,Manual,1896,66,5,18.7,1.6
41367,Diesel,Automatic,2148,170,5,15.8,18.49
15982,Petrol,Manual,1373,91.1,5,20.73,9.96
99595,Diesel,Manual,1248,74,5,22.9,4.75
63000,Diesel,Manual,2446,75,10,13.1,3.65
49000,Diesel,Automatic,2495,218,5,16.73,15.5
48272,Diesel,Manual,2835,116.9,6,10.5,11.82
63000,Petrol,Manual,1794,125,5,13.4,2.05
77000,CNG,Manual,998,58.16,5,26.6,3.3
11734,Petrol,Manual,796,34.2,8,16.8,2.25
62012,Diesel,Automatic,1968,174.33,5,17.68,20.12
46000,CNG,Manual,1197,81.86,5,25,4.95
45449,Diesel,Manual,1498,98.6,5,27.3,7.48
85000,Petrol,Automatic,1796,157.7,5,10.5,5.5
45330,Diesel,Automatic,1968,147.51,5,16.55,13.19
88000,Petrol,Manual,1197,85.8,5,19.1,3.85
45376,Diesel,Manual,1248,73.75,5,28.4,5.75
81000,Diesel,Manual,2179,140,7,15.1,9
83381,Petrol,Manual,1199,79.4,5,18.6,2.21
78526,Diesel,Manual,1498,98.96,5,23,8.09
27313,Diesel,Automatic,2993,258,5,14.69,48.63
42747,Diesel,Automatic,1968,174.3,5,14.16,39.47
42265,Diesel,Automatic,1995,190,5,20.68,22.24
21000,Petrol,Automatic,1197,80,5,19.2,2.6
55100,Diesel,Automatic,1582,126.2,5,17.01,12
70000,Diesel,Automatic,1968,174.33,5,17.11,18
55000,Petrol,Automatic,3498,364.9,5,10.13,9.99
58235,Petrol,Manual,1197,78.9,5,20.36,2.45
26000,Diesel,Manual,1498,98.96,5,23,8.99
35000,Diesel,Manual,1598,103.6,5,20.54,3.15
24000,Diesel,Manual,1248,73.75,5,28.4,8.2
98000,Diesel,Manual,1997,120,7,15.4,11.5
44487,Diesel,Manual,1396,88.73,5,22.54,7.3
65000,Petrol,Manual,796,46.3,5,19.7,1.59
34951,Petrol,Manual,1197,78.9,5,20.36,3.15
52373,Diesel,Manual,2179,120,7,15.4,8.5
66285,Diesel,Manual,1199,75,5,19.5,3
66000,Diesel,Automatic,2993,258,5,15.3,21
43000,Diesel,Manual,1498,98.6,5,27.3,7.75
45200,Diesel,Automatic,2148,170,5,10,23
41000,Diesel,Automatic,2179,140,7,16,13.75
39430,Petrol,Automatic,1497,117.3,5,18,8.29
83274,Diesel,Manual,1248,74,5,22.9,5.79
32324,Diesel,Automatic,2143,170,5,14.84,30.5
49999,Petrol,Manual,1497,118,5,17,3.8
66000,Diesel,Manual,2956,83.8,7,15.3,4.45
54000,Petrol,Manual,1197,82.85,5,18.5,3.3
80000,Diesel,Manual,1248,91.2,5,20.4,1.75
72000,Petrol,Automatic,1799,130,5,12.9,5.5
44865,Diesel,Manual,1582,126.2,5,19.67,13.35
22000,Diesel,Automatic,1968,143,5,20.38,22.5
57478,Petrol,Manual,1591,121.3,5,17,5.25
75000,Diesel,Manual,1396,90,5,21.9,3.75
50624,Diesel,Manual,1498,98.6,7,24.2,6.32
75000,Diesel,Automatic,1582,126.32,5,22.32,7.75
87000,Petrol,Manual,1596,101,5,15.3,1.37
62000,Petrol,Manual,1197,78.9,5,20.36,2.1
41372,Diesel,Manual,1248,88.5,5,24.3,9.3
70000,Diesel,Manual,2494,100.6,7,12.99,12
35000,Diesel,Automatic,2143,136,5,17.9,23.5
71993,Petrol,Manual,796,46.3,5,19.7,1.8
62000,Diesel,Automatic,2143,170,5,14.84,12.5
51000,Diesel,Manual,1248,74,5,22.9,4.74
26038,Petrol,Manual,1197,82,5,18.9,5.43
37713,Diesel,Automatic,2982,168.5,7,12.55,31.62
78088,Petrol,Manual,1998,132,8,12.4,6.3
30453,Diesel,Manual,1498,98.59,5,22.77,8.45
54000,Petrol,Manual,1196,86.8,5,18.16,5
190000,Diesel,Manual,2982,171,7,11.5,13
65097,Petrol,Manual,1197,85.8,5,19.1,4.7
28060,Petrol,Automatic,2979,320,5,12.05,93.67
282000,Petrol,Manual,1798,160,5,13.14,3.3
111000,Petrol,Manual,1061,67,5,18.9,1.51
63295,Diesel,Manual,1461,108.45,5,19.01,6.09
35770,Petrol,Manual,1373,91.1,5,20.73,5.95
125928,Diesel,Manual,1582,126.24,5,22.7,9
45000,Diesel,Automatic,1498,103.52,5,21.66,4.25
21000,Diesel,Automatic,2143,170,5,14.84,23.5
54774,Petrol,Automatic,2354,177.6,5,11.7,6.35
41123,Petrol,Manual,998,67.04,5,23.1,3.4
17465,Petrol,Automatic,2979,320,5,12.05,93
48000,Diesel,Automatic,1995,190,5,22.69,21.6
173000,Diesel,Manual,1598,103.6,5,20.54,4
12000,Diesel,Manual,1248,74,5,23.4,5.5
34000,Diesel,Automatic,2179,147.51,5,12.39,19.25
71360,Diesel,Manual,1396,90,5,21.9,3.95
74000,Diesel,Manual,1248,73.75,5,28.4,4.25
28937,Diesel,Manual,1956,170,5,17.1,17.02
82085,Diesel,Manual,1248,88.76,7,20.77,6.5
68465,Petrol,Manual,1196,70,5,15.6,2.95
63854,Diesel,Manual,1364,86.79,5,21.43,7.12
3000,Diesel,Automatic,1248,88.5,5,24.3,11.25
65055,Petrol,Manual,1497,118,5,17,2.75
120000,Diesel,Manual,2179,120,7,15.4,12
64241,Petrol,Manual,1197,81.86,5,20.14,3.67
121000,Diesel,Manual,2148,74,5,15,5
2200,Petrol,Manual,1390,75,5,15.7,2.3
88123,Diesel,Manual,1896,66,5,18.7,2.2
79000,Diesel,Automatic,2987,224,7,12,41
28143,Diesel,Automatic,1995,190,5,20.68,28.5
23001,Petrol,Manual,1598,103.2,5,15.04,5.49
82002,Diesel,Automatic,1968,147.51,5,16.55,17.5
75000,Diesel,Manual,1399,68,5,13.8,1.99
37451,Diesel,Manual,1582,126.3,5,22.32,6.64
67000,Diesel,Manual,2393,147.8,7,13.68,16.5
25000,Petrol,Manual,1197,82,5,18.9,5
12000,Petrol,Manual,1198,73.75,5,17,5.4
25000,Petrol,Manual,799,53.3,5,25.17,2.99
95936,Petrol,Manual,1497,118,5,17,4.1
5354,Petrol,Automatic,1197,81.86,5,18.9,6.76
42000,Petrol,Manual,999,75,5,18.78,5.5
44282,Diesel,Manual,1248,74,5,25.2,5.99
70000,Diesel,Manual,1461,84.8,5,21.64,2.59
31400,Diesel,Automatic,2179,187.7,5,16.36,26.75
50000,Diesel,Manual,1248,88.5,5,28.09,8.5
53000,Diesel,Automatic,1968,167.6,5,12.8,23
21727,Petrol,Manual,1196,70.02,5,15.6,3.35
43000,Diesel,Automatic,2199,194.3,7,11.72,10.75
75000,Diesel,Manual,2179,120,8,12.05,6.29
73557,Diesel,Manual,1461,108.45,5,19.6,7.75
44555,Diesel,Automatic,1968,140.8,5,15.2,13.5
54885,Petrol,Manual,1196,73,7,15.1,3.75
76000,Diesel,Manual,2498,112,7,14,3.75
101000,Petrol,Manual,998,67.1,5,18.9,1.5
66000,Petrol,Manual,1061,64,5,14,1.45
84360,Petrol,Manual,1586,103.3,5,15.5,4.12
25121,Diesel,Manual,2393,147.8,7,13.68,17.11
100000,Diesel,Manual,2494,100.6,7,12.99,10.25
66035,Diesel,Manual,1199,73.9,5,22.07,2.49
190000,Petrol,Manual,1496,88.73,5,16.78,3.85
85670,Diesel,Manual,1498,89.84,5,22.7,6.25
35000,Diesel,Manual,1120,70,5,24,4.88
8000,Petrol,Automatic,1497,117.3,5,18,9.45
162000,Diesel,Manual,2494,102,8,12.8,4.8
60000,Petrol,Manual,814,55.2,5,21.1,1.99
70600,Petrol,Manual,1197,78.9,5,20.36,2.8
25000,Petrol,Automatic,1796,185,5,12.3,22
75000,Diesel,Manual,2523,62.1,7,15.96,4.3
85071,Diesel,Automatic,1968,138.1,5,20,9.75
40000,Petrol,Manual,1197,81.8,5,20.4,5.9
67000,Diesel,Automatic,1968,147.51,5,16.55,14.5
55000,Diesel,Manual,1399,68,5,17.8,2.4
62000,Petrol,Manual,1586,104.68,5,15,2.11
22526,Petrol,Automatic,1197,82,5,18.9,7.6
57788,Petrol,Automatic,1197,85.8,5,17.16,3.6
72000,Diesel,Manual,2179,120,8,10.5,6
83128,Diesel,Manual,2179,120,7,15.4,7.45
75000,Petrol,Manual,796,46.3,5,19.7,2.1
58000,Diesel,Manual,1461,108.45,5,19.01,5.2
26000,Diesel,Manual,2498,74,6,0,6.99
1000,Petrol,Manual,1197,81.8,5,20.89,6.36
59751,Diesel,Manual,2494,100.6,7,12.99,11.62
29966,Diesel,Automatic,2993,261.49,5,16.77,43.6
65000,Diesel,Manual,1991,142,5,13.6,4.9
75863,Diesel,Manual,1461,108.45,5,19.01,6.7
54000,CNG,Manual,998,67.04,5,33.54,3.05
24000,Diesel,Automatic,1968,174.33,5,17.11,25
33218,Diesel,Manual,1956,170,5,17.1,19.05
33425,Petrol,Manual,1396,105.5,5,17.43,4.5
47000,Petrol,Manual,1198,86.7,5,18,4.15
41000,Diesel,Manual,1582,126.2,5,19.67,11.9
62000,Petrol,Manual,1086,68.05,5,19.81,2.1
47035,Diesel,Manual,1493,100,7,18.49,6.95
56230,Petrol,Manual,1298,85.8,5,17.5,2.4
55000,Petrol,Manual,1495,94,5,13.2,2.65
70669,Diesel,Manual,2179,140,7,15.1,9
69000,Petrol,Manual,998,67.1,5,20.92,2.1
65000,Petrol,Manual,1199,79.4,5,18.6,2.5
30000,Diesel,Automatic,2698,179.5,5,12.4,8.95
2000,Diesel,Automatic,1496,113.98,5,20.7,34
40000,Petrol,Manual,1193,88.7,5,17.57,4
40000,Diesel,Manual,1498,98.6,5,26,4.45
26000,Petrol,Manual,1199,79.4,5,18.6,1.5
105000,Diesel,Automatic,1968,140,5,16.55,14.5
2800,Diesel,Manual,1498,99,5,26.1,8.41
71000,Diesel,Automatic,1582,126.32,5,19.08,5.45
32896,Petrol,Automatic,1497,117.3,5,18,8.9
45000,Petrol,Manual,1197,78.9,5,20.36,3.65
65000,Diesel,Automatic,1995,190,5,18.56,29
45200,Diesel,Automatic,1968,147.51,5,16.55,13.5
82167,Petrol,Automatic,2354,152,5,10.1,5.4
37429,Petrol,Manual,1197,81.86,5,18.9,5.89
46000,Diesel,Manual,1248,88.5,5,28.09,8.45
67031,Petrol,Manual,1497,117.3,5,17.4,4
30000,Diesel,Automatic,2993,313,4,9.52,45
47691,Petrol,Automatic,998,67.04,5,23.1,3.94
32531,Diesel,Automatic,1995,148,5,13.73,8
71336,Diesel,Manual,1399,68,5,20,4.1
196000,Diesel,Manual,2494,102,7,12.8,6.25
28193,Diesel,Manual,1248,73.75,5,28.4,5.25
2526,Petrol,Automatic,2996,362.07,2,19,83.96
85000,Diesel,Automatic,1950,194,5,16.1,21
20780,Petrol,Manual,1197,81.86,5,18.9,4.3
43081,Petrol,Manual,1497,117.3,7,17.3,5.25
35000,Petrol,Automatic,4806,550,5,11.9,32
36000,Diesel,Manual,1493,100,7,17.21,3.9
67000,Petrol,Manual,1794,125,5,13.4,2.2
34079,Diesel,Manual,1198,77,6,25.32,3.7
77849,Petrol,Automatic,2497,215,5,10.9,11.27
86000,Petrol,Manual,796,47.3,5,22.74,2.41
110000,Diesel,Automatic,1968,174.33,5,15.73,19
116000,Diesel,Manual,1364,67.05,5,23.59,5.8
41840,Diesel,Manual,2179,140,7,15.1,13.52
19317,Diesel,Manual,2982,168.7,7,13,24.5
41000,CNG,Manual,1193,55.23,5,24.6,3.25
25601,Diesel,Automatic,2143,201.15,5,17.9,56.73
83950,Diesel,Manual,1582,126.2,5,19.67,9.95
60000,Petrol,Automatic,1497,118,5,16.8,5.5
50000,Diesel,Automatic,1968,174.33,5,17.11,25
37000,Petrol,Manual,993,60,5,17.3,1
76976,Petrol,Manual,796,46.3,5,19.7,2.15
21684,Petrol,Automatic,1197,83.1,5,21.4,7.89
62000,Diesel,Manual,2179,140,7,16,10.25
1261,Petrol,Manual,1194,94.68,5,19,6
59450,Petrol,Manual,1197,81.86,5,18.6,7.53
24465,Diesel,Automatic,2143,167.62,5,19.27,39.45
55000,Petrol,Manual,1497,117.3,5,17.8,5.84
2000,Petrol,Manual,1499,110.4,5,18.88,8.65
25040,Petrol,Manual,1197,83.1,5,21.4,7.74
84000,Petrol,Manual,1197,78.9,5,20.36,2.5
170428,Diesel,Manual,2494,102,8,12.8,5.7
12573,Petrol,Manual,1197,83.1,5,21.4,5.8
88000,Diesel,Automatic,2967,241.4,7,12.07,36.5
86000,Diesel,Automatic,2199,194.3,7,13.01,9.5
51019,Petrol,Manual,999,74,5,0,3.48
45000,Petrol,Manual,1497,118,5,17,4.55
51000,Diesel,Manual,1396,90,5,21.9,3.9
92000,Diesel,Manual,2523,63,7,13.6,2.7
29000,Diesel,Automatic,2755,174.5,7,12.9,31
70521,Petrol,Automatic,2497,215,5,10.9,10.3
51000,Diesel,Automatic,1995,181,5,16.07,7.75
52618,Petrol,Manual,998,67.1,5,18.9,3.2
68000,Diesel,Manual,1248,88.5,7,25.47,4.85
29022,Diesel,Automatic,1999,177,5,15.68,34.08
80000,Diesel,Manual,1248,88.5,7,24.52,8.1
78000,Diesel,Manual,1396,69.01,5,25,2.35
100000,Petrol,Manual,998,67.1,5,20.92,1.8
31412,Petrol,Manual,814,55.2,5,21.1,3.42
78000,Diesel,Automatic,2953,153.86,7,11.4,5.34
14000,Diesel,Automatic,2198,158,7,12.62,31.99
80000,Diesel,Manual,1598,103.6,5,20.54,4.75
46738,Petrol,Automatic,1373,91.1,5,19.12,6.1
54884,Petrol,Manual,814,55.2,5,21.1,3.69
74500,Diesel,Automatic,1968,174.3,5,14.16,15
67472,Diesel,Manual,2179,140,7,16,14.5
84000,Diesel,Manual,1248,74,5,28.4,5.65
77400,Diesel,Manual,1248,73.9,5,21.1,2.5
14470,Diesel,Automatic,2143,201.15,5,19.71,38.5
52108,Diesel,Manual,1461,108.45,5,19.01,5.49
40000,Petrol,Manual,1197,85.8,5,19.1,3.55
105044,Diesel,Manual,2494,100.6,7,12.99,10.75
24347,Petrol,Manual,1591,121.3,5,15.8,11
58000,Diesel,Manual,1248,88.73,5,21.79,4.5
49663,Diesel,Manual,2179,140,7,15.1,8.42
17000,Petrol,Automatic,1497,117.3,5,18,11.6
13418,Diesel,Automatic,2179,187.7,5,16.36,33.63
117080,Diesel,Manual,1399,68,5,17.8,2.25
74000,Petrol,Automatic,2497,150,5,10.8,12.95
86514,Diesel,Manual,1248,74,5,17.8,4.25
66882,Diesel,Automatic,1968,174.33,5,17.68,25.02
41460,Petrol,Manual,1198,86.8,5,18.5,3.95
57000,Petrol,Automatic,1497,118,5,16.8,4.4
34010,Petrol,Manual,1198,73.9,5,16.47,4.95
96813,Diesel,Manual,2179,120,8,12.05,5.5
84000,Petrol,Manual,1497,116.3,5,16.8,3.25
